customerkey,prefix,firstname,lastname,birthdate,maritalstatus,gender,emailaddress,annualincome,totalchildren,educationlevel,occupation,homeowner,fullname,age,incomecategory
20839,Mrs.,Courtney,Lopez,1959-04-14,Single,Female,courtney17@adventure-works.com,30000.0,3,Graduate Degree,Clerical,Yes,Courtney Lopez,67,Low
20840,Mrs.,Alison,Xie,1958-02-06,Single,Female,alison2@adventure-works.com,20000.0,2,Partial College,Manual,Yes,Alison Xie,68,Low
20841,Mr.,Jésus,Alonso,1958-11-05,Single,Male,,30000.0,1,Graduate Degree,Clerical,Yes,Jésus Alonso,67,Low
20842,Mr.,Tyrone,Moreno,1960-10-04,Single,Male,tyrone6@adventure-works.com,30000.0,3,Bachelors,Clerical,Yes,Tyrone Moreno,65,Low
20843,Mr.,Jose,Shan,1960-03-05,Married,Male,jose25@adventure-works.com,30000.0,3,Bachelors,Clerical,Yes,Jose Shan,66,Low
20844,Mr.,Nicolas,Pal,1959-03-24,Married,Male,nicolas10@adventure-works.com,30000.0,3,Bachelors,Clerical,Yes,Nicolas Pal,67,Low
20845,Mr.,Barry,Malhotra,1959-05-21,Married,Male,barry5@adventure-works.com,30000.0,3,Bachelors,Clerical,Yes,Barry Malhotra,67,Low
20846,Mr.,Lee,Alonso,1959-03-27,Married,Male,lee6@adventure-works.com,30000.0,0,Bachelors,Clerical,Yes,Lee Alonso,67,Low
20847,Mr.,Kyle,Young,1959-02-05,Married,Male,kyle44@adventure-works.com,30000.0,0,Bachelors,Clerical,Yes,Kyle Young,67,Low
20848,Mr.,Vincent,Liu,1958-06-17,Married,Male,vincent4@adventure-works.com,30000.0,1,Bachelors,Clerical,Yes,Vincent Liu,67,Low
20849,Ms.,Faith,Washington,1970-01-24,Single,Female,faith12@adventure-works.com,20000.0,0,Partial College,Manual,Yes,Faith Washington,56,Low
20851,Mr.,Frank,Sanz,1970-05-07,Single,Male,frank28@adventure-works.com,20000.0,0,Partial College,Manual,No,Frank Sanz,56,Low
20852,Ms.,Yolanda,Raje,1970-07-06,Married,Female,yolanda13@adventure-works.com,30000.0,0,Bachelors,Clerical,Yes,Yolanda Raje,55,Low
20853,Mr.,Jarrod,Rana,1970-10-08,Married,Male,jarrod11@adventure-works.com,30000.0,0,Bachelors,Clerical,No,Jarrod Rana,55,Low
20854,Mrs.,Kara,Raji,1969-02-02,Single,Female,kara19@adventure-works.com,10000.0,2,High School,Manual,Yes,Kara Raji,57,Low
20855,Ms.,Abigail,Ross,1970-03-06,Married,Female,abigail29@adventure-works.com,30000.0,0,Bachelors,Clerical,Yes,Abigail Ross,56,Low
20856,Ms.,Tiffany,Hu,1969-07-10,Single,Female,tiffany21@adventure-works.com,20000.0,0,Partial College,Manual,No,Tiffany Hu,56,Low
20857,Mr.,Jerry,Becker,1969-10-19,Single,Male,jerry21@adventure-works.com,20000.0,0,Partial College,Manual,No,Jerry Becker,56,Low
20858,Mr.,Damien,Stone,1969-05-01,Married,Male,damien17@adventure-works.com,30000.0,0,Bachelors,Clerical,Yes,Damien Stone,57,Low
20859,Mr.,Roy,Romero,1969-09-07,Single,Male,roy29@adventure-works.com,30000.0,0,Bachelors,Clerical,No,Roy Romero,56,Low
20860,Mr.,Preston,Lopez,1969-03-22,Single,Male,preston15@adventure-works.com,40000.0,0,Graduate Degree,Clerical,Yes,Preston Lopez,57,Low
20861,Mr.,Nicolas,Nara,1969-07-18,Married,Male,nicolas15@adventure-works.com,40000.0,0,Graduate Degree,Clerical,Yes,Nicolas Nara,56,Low
20862,Mr.,Marshall,Sutton,1969-10-12,Married,Male,marshall25@adventure-works.com,40000.0,0,Graduate Degree,Clerical,Yes,Marshall Sutton,56,Low
20863,Ms.,Erica,Xu,1969-08-14,Married,Female,erica12@adventure-works.com,40000.0,0,Graduate Degree,Clerical,Yes,Erica Xu,56,Low
20864,Ms.,Grace,Howard,1969-03-27,Married,Female,grace37@adventure-works.com,50000.0,0,Graduate Degree,Skilled Manual,Yes,Grace Howard,57,Medium
20865,Mr.,Luis,Ross,1922-09-20,Married,Male,luis2@adventure-works.com,20000.0,2,Partial College,Manual,Yes,Luis Ross,103,Low
20866,Mr.,David,Jones,1922-06-03,Married,Male,david76@adventure-works.com,130000.0,0,Bachelors,Professional,Yes,David Jones,104,High
20867,Mr.,Noah,Johnson,1952-04-22,Married,Male,noah57@adventure-works.com,10000.0,3,Partial College,Manual,No,Noah Johnson,74,Low
20868,Mrs.,Misty,Shan,1951-09-10,Married,Female,misty12@adventure-works.com,10000.0,4,High School,Manual,No,Misty Shan,74,Low
20869,Mr.,David,Martinez,1968-12-26,Single,Male,david80@adventure-works.com,10000.0,2,High School,Manual,Yes,David Martinez,57,Low
20870,Mrs.,Jaime,Moreno,1968-02-08,Single,Female,jaime7@adventure-works.com,10000.0,2,High School,Manual,Yes,Jaime Moreno,58,Low
20871,Mrs.,Adriana,Arthur,1968-09-16,Single,Female,adriana7@adventure-works.com,10000.0,3,High School,Manual,Yes,Adriana Arthur,57,Low
20872,Mr.,Theodore,Moreno,1968-02-21,Single,Male,theodore7@adventure-works.com,10000.0,3,High School,Manual,Yes,Theodore Moreno,58,Low
20873,Mr.,Joel,Subram,1968-11-22,Married,Male,joel12@adventure-works.com,20000.0,1,Partial College,Manual,Yes,Joel Subram,57,Low
20874,Mr.,Edwin,Lal,1968-11-20,Single,Male,edwin31@adventure-works.com,20000.0,1,Partial College,Manual,No,Edwin Lal,57,Low
20875,Mrs.,Julia,Washington,1968-12-06,Married,Female,julia79@adventure-works.com,20000.0,1,Partial College,Manual,Yes,Julia Washington,57,Low
20876,Mr.,Jackson,Alexander,1968-04-27,Single,Male,jackson21@adventure-works.com,30000.0,1,Bachelors,Clerical,Yes,Jackson Alexander,58,Low
20877,Mr.,Richard,Ross,1968-10-13,Single,Male,richard60@adventure-works.com,30000.0,1,Bachelors,Clerical,Yes,Richard Ross,57,Low
20878,Mrs.,Erika,Ortega,1968-01-25,Married,Female,erika19@adventure-works.com,30000.0,1,Bachelors,Clerical,Yes,Erika Ortega,58,Low
20879,Ms.,Pamela,Sanchez,1968-09-06,Married,Female,pamela23@adventure-works.com,40000.0,0,Graduate Degree,Clerical,Yes,Pamela Sanchez,57,Low
20880,Mrs.,Isabella,Washington,1967-04-21,Single,Female,isabella23@adventure-works.com,10000.0,3,High School,Manual,Yes,Isabella Washington,59,Low
20881,Mrs.,Wendy,Navarro,1967-06-07,Single,Female,wendy9@adventure-works.com,20000.0,1,Partial College,Manual,No,Wendy Navarro,59,Low
20882,Mrs.,Sabrina,Suarez,1967-09-11,Married,Female,sabrina13@adventure-works.com,20000.0,1,Partial College,Manual,Yes,Sabrina Suarez,58,Low
20883,Mrs.,Latoya,Rai,1967-11-16,Married,Female,latoya16@adventure-works.com,30000.0,1,Bachelors,Clerical,Yes,Latoya Rai,58,Low
20884,Mr.,Darren,Schmidt,1967-01-09,Single,Male,darren43@adventure-works.com,30000.0,1,Bachelors,Clerical,No,Darren Schmidt,59,Low
20885,Mr.,Terry,Xie,1967-09-15,Single,Male,terry6@adventure-works.com,30000.0,1,Bachelors,Clerical,No,Terry Xie,58,Low
20886,Mr.,Bruce,Raman,1967-03-11,Married,Male,bruce11@adventure-works.com,30000.0,1,Bachelors,Clerical,Yes,Bruce Raman,59,Low
20887,Mr.,Damien,Li,1966-07-04,Single,Male,damien2@adventure-works.com,10000.0,4,Partial High School,Manual,Yes,Damien Li,59,Low
20888,Mr.,Clayton,Raje,1966-01-21,Single,Male,clayton32@adventure-works.com,10000.0,4,Partial High School,Manual,Yes,Clayton Raje,60,Low
20889,Mr.,Manuel,Patel,1966-06-24,Single,Male,manuel2@adventure-works.com,20000.0,1,High School,Manual,No,Manuel Patel,59,Low
20890,Mr.,Clayton,Anand,1966-10-16,Single,Male,clayton40@adventure-works.com,20000.0,1,High School,Manual,No,Clayton Anand,59,Low
20891,Mr.,Darrell,Anand,1967-11-14,Married,Male,darrell10@adventure-works.com,40000.0,0,Bachelors,Clerical,No,Darrell Anand,58,Low
20892,Mr.,Henry,Sara,1967-07-12,Married,Male,henry11@adventure-works.com,40000.0,0,Bachelors,Clerical,No,Henry Sara,58,Low
20893,Mr.,Robert,Hall,1927-08-06,Married,Male,robert89@adventure-works.com,30000.0,1,Bachelors,Clerical,Yes,Robert Hall,98,Low
20894,Mrs.,Alyssa,Thomas,1966-09-21,Single,Female,alyssa10@adventure-works.com,20000.0,2,High School,Manual,Yes,Alyssa Thomas,59,Low
20895,Mr.,Ruben,Jimenez,1966-12-11,Single,Male,ruben29@adventure-works.com,30000.0,1,Bachelors,Clerical,No,Ruben Jimenez,59,Low
20896,Mr.,Arthur,Sai,1966-05-14,Married,Male,arthur8@adventure-works.com,30000.0,1,Bachelors,Skilled Manual,Yes,Arthur Sai,60,Low
20897,Mrs.,Mayra,Sai,1966-02-24,Married,Female,mayra5@adventure-works.com,30000.0,1,Bachelors,Skilled Manual,Yes,Mayra Sai,60,Low
20898,Mr.,Grant,Ferrier,1966-07-27,Married,Male,grant24@adventure-works.com,30000.0,1,Bachelors,Skilled Manual,Yes,Grant Ferrier,59,Low
20899,Mrs.,Angela,Cook,1965-11-06,Single,Female,angela47@adventure-works.com,10000.0,5,Partial High School,Manual,Yes,Angela Cook,60,Low
20900,Mrs.,Natalie,Russell,1965-04-03,Single,Female,natalie42@adventure-works.com,10000.0,4,Partial High School,Manual,Yes,Natalie Russell,61,Low
20901,Mr.,Chad,Xu,1965-10-02,Single,Male,chad6@adventure-works.com,20000.0,2,High School,Manual,Yes,Chad Xu,60,Low
20902,Mr.,Shane,Subram,1965-12-06,Married,Male,shane16@adventure-works.com,30000.0,1,Bachelors,Skilled Manual,Yes,Shane Subram,60,Low
20903,Mrs.,Robyn,Diaz,1965-10-26,Married,Female,robyn2@adventure-works.com,30000.0,1,Bachelors,Skilled Manual,Yes,Robyn Diaz,60,Low
20904,Mrs.,Ebony,Gomez,1965-09-18,Married,Female,ebony23@adventure-works.com,30000.0,1,Bachelors,Skilled Manual,Yes,Ebony Gomez,60,Low
20905,Mrs.,Jessie,Munoz,1964-06-05,Single,Female,jessie5@adventure-works.com,10000.0,5,Partial High School,Manual,Yes,Jessie Munoz,62,Low
20906,Mrs.,Briana,Ruiz,1964-05-09,Single,Female,briana2@adventure-works.com,10000.0,5,Partial High School,Manual,Yes,Briana Ruiz,62,Low
20907,Mr.,Terrence,Shan,1964-11-21,Single,Male,terrence10@adventure-works.com,10000.0,3,Partial High School,Manual,Yes,Terrence Shan,61,Low
20908,Mr.,Wyatt,Foster,1964-04-23,Single,Male,wyatt66@adventure-works.com,10000.0,3,Partial High School,Manual,Yes,Wyatt Foster,62,Low
20909,Mrs.,Kelly,Weadock,1963-04-22,Single,Female,kelly3@adventure-works.com,10000.0,3,Partial High School,Manual,Yes,Kelly Weadock,63,Low
20910,Ms.,Carolyn,Malhotra,1966-02-21,Married,Female,carolyn5@adventure-works.com,40000.0,0,Bachelors,Professional,Yes,Carolyn Malhotra,60,Low
20911,Ms.,Katrina,Raje,1966-08-02,Married,Female,katrina12@adventure-works.com,40000.0,0,Bachelors,Professional,No,Katrina Raje,59,Low
20912,Ms.,Christy,Hu,1966-11-02,Married,Female,christy18@adventure-works.com,40000.0,0,Bachelors,Professional,No,Christy Hu,59,Low
20913,Mr.,Wesley,Liu,1963-05-01,Single,Male,wesley4@adventure-works.com,30000.0,2,Partial College,Clerical,Yes,Wesley Liu,63,Low
20914,Mr.,Gilbert,Zeng,1962-04-25,Married,Male,gilbert20@adventure-works.com,30000.0,1,Partial College,Clerical,Yes,Gilbert Zeng,64,Low
20915,Mrs.,Latasha,Carlson,1965-04-18,Single,Female,latasha18@adventure-works.com,30000.0,2,Partial College,Clerical,Yes,Latasha Carlson,61,Low
20916,Mrs.,Kathleen,Carlson,1965-05-12,Single,Female,kathleen19@adventure-works.com,30000.0,2,Partial College,Clerical,Yes,Kathleen Carlson,61,Low
20917,Mrs.,Tonya,Tang,1965-02-23,Married,Female,tonya4@adventure-works.com,40000.0,1,Bachelors,Skilled Manual,Yes,Tonya Tang,61,Low
20918,Mr.,Neil,Ramos,1964-11-03,Married,Male,neil16@adventure-works.com,30000.0,2,Partial College,Clerical,No,Neil Ramos,61,Low
20919,Mrs.,Gretchen,Rivas,1964-03-23,Single,Female,gretchen0@adventure-works.com,30000.0,2,Partial College,Clerical,Yes,Gretchen Rivas,62,Low
20920,Mrs.,Jaclyn,Rai,1964-06-24,Single,Female,jaclyn41@adventure-works.com,30000.0,2,Partial College,Clerical,Yes,Jaclyn Rai,61,Low
20921,Mrs.,Melinda,Carlson,1964-12-25,Married,Female,melinda13@adventure-works.com,40000.0,1,Bachelors,Skilled Manual,Yes,Melinda Carlson,61,Low
20922,Mr.,Clayton,Wagner,1964-07-20,Married,Male,clayton1@adventure-works.com,40000.0,1,Bachelors,Skilled Manual,Yes,Clayton Wagner,61,Low
20923,Mrs.,Isabella,Powell,1963-11-09,Married,Female,isabella19@adventure-works.com,40000.0,1,Bachelors,Skilled Manual,Yes,Isabella Powell,62,Low
20924,Mr.,Alberto,Sanz,1977-12-06,Single,Male,alberto19@adventure-works.com,20000.0,0,High School,Manual,Yes,Alberto Sanz,48,Low
20925,Mrs.,Kristin,Xu,1979-04-05,Single,Female,kristin7@adventure-works.com,20000.0,4,High School,Manual,Yes,Kristin Xu,47,Low
20926,Mr.,Jeffery,Guo,1979-07-18,Single,Male,jeffery17@adventure-works.com,20000.0,4,High School,Manual,Yes,Jeffery Guo,46,Low
20927,Mrs.,Tammy,Martinez,1979-06-16,Single,Female,tammy18@adventure-works.com,20000.0,5,High School,Manual,Yes,Tammy Martinez,46,Low
20928,Mr.,Raymond,Kapoor,1979-10-17,Single,Male,raymond3@adventure-works.com,30000.0,3,Partial College,Clerical,Yes,Raymond Kapoor,46,Low
20929,Mr.,Darryl,Zeng,1979-06-12,Single,Male,darryl21@adventure-works.com,30000.0,3,Partial College,Clerical,Yes,Darryl Zeng,46,Low
20930,Mr.,Drew,Chande,1963-06-14,Married,Male,drew16@adventure-works.com,40000.0,1,Bachelors,Skilled Manual,Yes,Drew Chande,62,Low
20931,Mr.,Brian,Sanchez,1963-10-15,Married,Male,brian29@adventure-works.com,40000.0,1,Bachelors,Skilled Manual,Yes,Brian Sanchez,62,Low
20932,Mr.,Cole,Kelly,1962-05-26,Single,Male,cole3@adventure-works.com,30000.0,1,Partial College,Clerical,Yes,Cole Kelly,64,Low
20933,Mrs.,Laura,Li,1978-08-26,Single,Female,laura10@adventure-works.com,30000.0,4,Partial College,Clerical,Yes,Laura Li,47,Low
20934,Mrs.,Haley,Young,1977-08-04,Single,Female,haley59@adventure-works.com,30000.0,5,Partial College,Clerical,Yes,Haley Young,48,Low
20935,Mrs.,Desiree,Jimenez,1977-10-14,Single,Female,desiree1@adventure-works.com,30000.0,5,Partial College,Clerical,Yes,Desiree Jimenez,48,Low
20936,Ms.,Christy,Cai,1977-06-22,Single,Female,christy19@adventure-works.com,30000.0,0,Partial College,Clerical,No,Christy Cai,48,Low
20937,Ms.,Natalie,Williams,1977-07-05,Single,Female,natalie70@adventure-works.com,30000.0,0,Partial College,Clerical,Yes,Natalie Williams,48,Low
20938,Ms.,Carolyn,Rowe,1977-08-23,Single,Female,carolyn42@adventure-works.com,30000.0,0,Partial College,Clerical,No,Carolyn Rowe,48,Low
20939,Mr.,Joshua,Johnson,1976-09-04,Single,Male,joshua3@adventure-works.com,20000.0,0,High School,Manual,No,Joshua Johnson,49,Low
20940,Ms.,Jillian,Rodriguez,1976-08-28,Single,Female,jillian20@adventure-works.com,20000.0,0,High School,Manual,No,Jillian Rodriguez,49,Low
20941,Mr.,Arturo,Guo,1975-07-09,Married,Male,arturo19@adventure-works.com,10000.0,0,Partial High School,Manual,Yes,Arturo Guo,50,Low
20942,Ms.,Tasha,Sharma,1975-03-26,Single,Female,tasha10@adventure-works.com,20000.0,0,High School,Manual,No,Tasha Sharma,51,Low
20943,Mr.,Brett,Rana,1975-04-01,Single,Male,brett10@adventure-works.com,20000.0,0,High School,Manual,Yes,Brett Rana,51,Low
20944,Ms.,Rebecca,Hernandez,1976-05-25,Single,Female,rebecca19@adventure-works.com,20000.0,0,High School,Manual,No,Rebecca Hernandez,50,Low
20945,Mr.,Roger,Tang,1976-05-26,Single,Male,roger31@adventure-works.com,30000.0,0,Partial College,Clerical,No,Roger Tang,50,Low
20946,Ms.,Abby,Chandra,1976-03-27,Single,Female,abby1@adventure-works.com,30000.0,0,Partial College,Clerical,No,Abby Chandra,50,Low
20947,Ms.,Marie,Alvarez,1976-06-08,Single,Female,marie28@adventure-works.com,30000.0,0,Partial College,Clerical,Yes,Marie Alvarez,49,Low
20948,Mr.,Xavier,White,1975-07-09,Single,Male,xavier10@adventure-works.com,30000.0,0,Partial College,Clerical,No,Xavier White,50,Low
20949,Ms.,Sandra,Liang,1974-09-10,Single,Female,sandra24@adventure-works.com,10000.0,0,Partial High School,Manual,Yes,Sandra Liang,51,Low
20950,Mr.,Albert,Suarez,1974-11-13,Single,Male,albert19@adventure-works.com,20000.0,0,Partial High School,Manual,Yes,Albert Suarez,51,Low
20951,Mr.,Darrell,Jai,1974-09-22,Single,Male,darrell19@adventure-works.com,20000.0,0,Partial High School,Manual,No,Darrell Jai,51,Low
20953,Mr.,Neil,Rubio,1974-06-05,Single,Male,neil20@adventure-works.com,20000.0,0,Partial High School,Manual,Yes,Neil Rubio,52,Low
20954,Mr.,Nathan,Foster,1974-10-11,Single,Male,nathan12@adventure-works.com,20000.0,0,Partial High School,Manual,No,Nathan Foster,51,Low
20955,Ms.,Dawn,Pal,1975-03-12,Single,Female,dawn36@adventure-works.com,30000.0,0,Partial College,Clerical,No,Dawn Pal,51,Low
20956,Ms.,Kristy,Alonso,1975-08-28,Single,Female,kristy8@adventure-works.com,30000.0,0,Partial College,Clerical,No,Kristy Alonso,50,Low
20957,Mr.,Darren,Kapoor,1975-01-16,Single,Male,darren3@adventure-works.com,30000.0,0,Partial College,Clerical,No,Darren Kapoor,51,Low
20958,Mr.,Gerald,Alonso,1975-09-26,Single,Male,gerald16@adventure-works.com,30000.0,0,Partial College,Clerical,No,Gerald Alonso,50,Low
20959,Mr.,Ruben,Arun,1962-10-15,Married,Male,ruben7@adventure-works.com,20000.0,1,Graduate Degree,Clerical,Yes,Ruben Arun,63,Low
20960,Mr.,Darrell,Beck,1962-03-05,Single,Male,darrell8@adventure-works.com,20000.0,1,Graduate Degree,Clerical,Yes,Darrell Beck,64,Low
20961,Mr.,Keith,Goldberg,1961-03-09,Married,Male,keith23@adventure-works.com,10000.0,1,Bachelors,Manual,Yes,Keith Goldberg,65,Low
20962,Mrs.,Sharon,Xie,1961-05-20,Married,Female,sharon9@adventure-works.com,20000.0,1,Graduate Degree,Clerical,Yes,Sharon Xie,65,Low
20963,<Na>,Teresa,Dominguez,1961-09-13,Married,Other,teresa13@adventure-works.com,20000.0,1,Graduate Degree,Clerical,Yes,Teresa Dominguez,64,Low
20964,<Na>,Emily,Butler,1935-12-17,Single,Other,emily39@adventure-works.com,10000.0,1,Graduate Degree,Clerical,Yes,Emily Butler,90,Low
20965,Mrs.,Cynthia,Subram,1935-05-08,Married,Female,cynthia18@adventure-works.com,30000.0,1,Graduate Degree,Clerical,Yes,Cynthia Subram,91,Low
20967,Mr.,Casey,Rowe,1957-04-24,Married,Male,casey25@adventure-works.com,10000.0,1,Partial College,Manual,Yes,Casey Rowe,69,Low
20968,Mr.,Arturo,Yuan,1957-07-06,Married,Male,arturo31@adventure-works.com,10000.0,1,Partial College,Manual,Yes,Arturo Yuan,68,Low
20969,Mrs.,Ashley,Foster,1956-12-23,Married,Female,ashley43@adventure-works.com,10000.0,2,Partial College,Manual,Yes,Ashley Foster,69,Low
20970,Mr.,Isaiah,Richardson,1954-05-14,Single,Male,isaiah8@adventure-works.com,10000.0,2,Partial College,Manual,Yes,Isaiah Richardson,72,Low
20971,Mr.,Preston,Suri,1937-03-10,Single,Male,preston0@adventure-works.com,10000.0,2,Bachelors,Clerical,Yes,Preston Suri,89,Low
20972,Mr.,Francisco,Vance,1937-06-14,Married,Male,francisco5@adventure-works.com,20000.0,1,Bachelors,Clerical,Yes,Francisco Vance,89,Low
20973,Mrs.,April,Andersen,1938-04-24,Married,Female,april11@adventure-works.com,30000.0,1,Graduate Degree,Clerical,Yes,April Andersen,88,Low
20974,Mr.,George,Subram,1939-10-21,Married,Male,george19@adventure-works.com,10000.0,2,Bachelors,Clerical,Yes,George Subram,86,Low
20975,Mr.,Jerry,Andersen,1940-03-09,Married,Male,jerry14@adventure-works.com,20000.0,1,Bachelors,Clerical,Yes,Jerry Andersen,86,Low
20976,Mrs.,Jaclyn,Kumar,1941-09-04,Married,Female,jaclyn31@adventure-works.com,10000.0,2,Partial College,Manual,Yes,Jaclyn Kumar,84,Low
20977,Mr.,Mario,Andersen,1941-09-26,Married,Male,mario11@adventure-works.com,20000.0,1,Bachelors,Clerical,Yes,Mario Andersen,84,Low
20978,Mr.,Bruce,Srini,1941-12-25,Married,Male,bruce7@adventure-works.com,20000.0,1,Partial College,Manual,Yes,Bruce Srini,84,Low
20979,Mrs.,Diane,Jimenez,1941-10-26,Married,Female,diane10@adventure-works.com,20000.0,1,Partial College,Manual,Yes,Diane Jimenez,84,Low
20980,Mr.,Matthew,Miller,1941-08-10,Single,Male,matthew12@adventure-works.com,30000.0,1,Bachelors,Clerical,Yes,Matthew Miller,84,Low
20981,Mr.,Craig,Romero,1942-06-26,Married,Male,craig10@adventure-works.com,10000.0,3,Partial College,Manual,Yes,Craig Romero,83,Low
20982,Mr.,Arthur,Jiménez,1942-02-09,Single,Male,arthur29@adventure-works.com,40000.0,1,Graduate Degree,Clerical,Yes,Arthur Jiménez,84,Low
20983,Ms.,Meredith,Vance,1980-12-23,Single,Female,meredith2@adventure-works.com,10000.0,0,Partial College,Manual,No,Meredith Vance,45,Low
20984,Ms.,Sabrina,Rubio,1980-05-12,Married,Female,sabrina15@adventure-works.com,10000.0,0,Partial College,Manual,No,Sabrina Rubio,46,Low
20985,Ms.,Autumn,Liu,1980-01-17,Married,Female,autumn4@adventure-works.com,20000.0,0,Bachelors,Clerical,Yes,Autumn Liu,46,Low
20986,Ms.,Brandi,Blanco,1977-04-27,Married,Female,brandi15@adventure-works.com,10000.0,0,High School,Manual,Yes,Brandi Blanco,49,Low
20987,Mr.,Marshall,Zeng,1977-12-13,Single,Male,marshall20@adventure-works.com,10000.0,0,High School,Manual,No,Marshall Zeng,48,Low
20988,Ms.,Anna,Martin,1977-03-24,Married,Female,anna52@adventure-works.com,10000.0,0,High School,Manual,No,Anna Martin,49,Low
20989,Mrs.,Cassandra,Sara,1976-02-26,Married,Female,cassandra11@adventure-works.com,10000.0,1,High School,Manual,Yes,Cassandra Sara,50,Low
20990,Mrs.,Mayra,Raman,1976-10-10,Married,Female,mayra12@adventure-works.com,10000.0,1,High School,Manual,Yes,Mayra Raman,49,Low
20991,Mr.,Frederick,Sai,1976-12-06,Married,Male,frederick5@adventure-works.com,10000.0,1,High School,Manual,Yes,Frederick Sai,49,Low
20992,Mr.,Julio,Serrano,1979-07-16,Married,Male,julio17@adventure-works.com,20000.0,0,Bachelors,Clerical,Yes,Julio Serrano,46,Low
20993,Mr.,Mitchell,Xie,1979-04-14,Single,Male,mitchell3@adventure-works.com,20000.0,0,Bachelors,Clerical,No,Mitchell Xie,47,Low
20994,Ms.,Autumn,Ma,1979-10-23,Married,Female,autumn15@adventure-works.com,20000.0,0,Bachelors,Clerical,No,Autumn Ma,46,Low
20995,Mr.,Danny,Suarez,1979-02-17,Single,Male,danny20@adventure-works.com,20000.0,0,Bachelors,Clerical,Yes,Danny Suarez,47,Low
20996,Mr.,Keith,Shan,1979-03-23,Single,Male,keith13@adventure-works.com,20000.0,0,Bachelors,Clerical,Yes,Keith Shan,47,Low
20997,Ms.,Joanna,Ashe,1979-07-10,Married,Female,joanna3@adventure-works.com,20000.0,0,Bachelors,Clerical,Yes,Joanna Ashe,46,Low
20998,Mr.,Eugene,She,1978-01-03,Married,Male,eugene26@adventure-works.com,20000.0,0,Bachelors,Clerical,No,Eugene She,48,Low
20999,Ms.,Carolyn,Garcia,1978-04-27,Married,Female,carolyn14@adventure-works.com,20000.0,0,Bachelors,Clerical,Yes,Carolyn Garcia,48,Low
